lmp,regmcp
23.63,0.00
25.06,0.00
27.16,13.92
64.52,27.99
79.87,90.08
42.14,13.20
27.28,0.02
22.78,0.00
20.51,2.50
20.39,0.03
20.29,0.00
20.74,0.00
21.53,0.00
40.14,0.00
38.67,0.00
34.22,0.00
41.46,0.00
56.67,0.02
48.12,43.23
59.69,91.52
38.16,7.93
28.28,0.00
24.07,0.00
23.86,0.00
22.98,0.00
22.50,0.00
22.05,0.00
23.78,16.33
31.11,19.06
28.85,119.89
32.61,23.33
22.65,0.00
20.82,0.83
20.65,0.02
20.00,0.00
21.50,0.00
21.24,0.00
28.92,0.00
29.69,0.00
25.29,0.00
30.19,0.00
33.71,0.05
21.92,15.83
21.52,18.58
20.21,3.28
19.01,0.00
18.99,0.00
19.08,0.00
18.90,0.00
19.56,0.00
20.24,0.00
21.58,14.07
22.00,2.78
20.99,0.00
19.25,0.02
19.30,0.00
18.91,1.67
18.80,0.02
16.05,0.00
17.28,0.00
17.07,0.00
27.50,31.08
30.66,5.65
34.04,0.00
35.75,0.00
27.67,0.03
20.07,8.59
19.34,15.69
17.77,3.82
19.47,0.00
18.97,0.00
18.05,0.00
16.92,0.00
17.33,0.00
21.21,15.33
32.55,9.43
32.39,21.36
37.50,1.88
33.01,0.00
23.86,16.85
23.66,15.28
23.69,2.57
21.81,11.09
20.61,1.23
22.50,11.50
33.70,9.86
53.80,4.76
38.78,0.57
31.66,0.00
27.67,27.87
26.59,30.79
24.84,11.81
22.44,38.82
23.50,6.83
22.32,0.00
22.18,0.00
22.00,0.00
23.77,0.00
26.79,6.34
38.15,7.34
61.75,32.92
41.03,27.73
31.53,4.26
25.05,0.00
25.04,1.67
27.84,0.00
25.59,0.00
23.22,23.69
32.13,30.23
45.09,13.74
61.32,94.01
54.14,141.45
42.43,75.19
39.08,33.51
33.33,20.31
35.98,17.88
22.25,7.55
23.03,16.22
22.87,3.03
22.08,0.00
21.85,0.00
22.60,0.00
23.00,18.06
34.22,12.43
46.73,20.05
44.35,2.69
29.81,25.23
21.87,21.37
20.79,3.82
20.39,0.00
21.83,0.00
24.98,0.00
39.16,0.00
71.19,0.00
59.09,0.00
50.22,0.00
49.72,0.00
53.15,0.00
38.42,14.01
32.00,20.06
24.09,81.89
29.83,12.66
27.45,0.00
24.63,0.00
24.95,0.00
28.88,0.00
34.95,0.00
53.28,23.14
65.54,74.24
84.05,6.01
64.45,0.02
39.48,0.00
23.52,1.67
24.83,0.00
29.46,0.00
29.97,0.00
30.81,0.00
38.84,0.00
58.99,0.00
70.03,0.00
48.90,1.67
38.04,0.02
33.68,124.97
26.12,82.70
24.04,19.47
24.44,0.00
23.86,0.00
23.83,0.00
23.39,0.00
24.57,0.00
26.79,34.99
40.14,35.37
35.38,21.26
37.54,1.75
26.47,0.03
24.23,0.00
23.94,0.83
23.60,0.03
23.98,0.00
26.67,0.00
36.72,0.00
54.25,0.00
58.38,0.00
47.97,0.00
50.33,1.67
49.89,0.02
41.22,28.83
36.05,32.73
40.32,77.54
33.24,6.57
28.17,0.00
26.95,0.00
26.22,0.00
26.55,0.00
27.82,0.00
30.00,14.19
33.52,19.81
33.66,117.42
25.87,22.79
23.09,0.00
22.37,1.67
21.16,0.03
20.23,0.00
20.87,0.00
21.86,0.00
24.09,0.00
31.49,0.00
43.30,0.00
35.23,0.00
33.95,0.03
32.70,11.31
30.86,10.70
41.83,17.41
37.10,2.82
28.89,0.00
27.43,0.00
27.45,0.00
31.85,0.00
35.14,0.00
35.21,16.46
39.98,67.16
37.51,6.99
25.78,0.02
26.29,0.00
23.62,0.83
22.10,0.03
22.42,0.00
22.96,0.00
25.77,0.00
27.40,41.41
29.50,3.88
33.00,0.00
54.82,0.00
70.53,120.66
56.70,58.19
52.96,127.69
56.13,154.41
76.37,111.60
32.11,17.09
29.54,0.00
29.45,0.00
28.66,15.87
31.44,9.17
49.52,8.48
56.95,25.99
75.26,64.72
59.75,64.74
40.92,6.04
26.05,0.83
23.65,0.00
24.16,0.00
24.97,0.00
26.37,0.00
28.29,0.00
57.81,15.28
44.62,34.36
60.29,66.15
45.05,26.23
44.51,42.19
31.08,25.10
27.20,20.15
30.48,3.31
32.34,0.00
31.40,0.00
32.53,0.00
31.68,0.00
30.42,14.61
36.78,13.24
38.78,12.02
42.70,30.33
40.31,29.98
36.04,21.21
38.88,61.37
61.10,7.28
53.34,41.78
34.74,22.80
44.45,50.14
43.28,21.43
53.61,50.35
59.74,9.46
45.20,0.00
46.87,0.00
31.17,15.79
25.86,8.04
24.59,17.27
26.26,3.18
28.09,0.00
28.53,0.00
28.84,0.00
31.79,0.00
30.12,15.58
45.94,25.11
35.72,13.12
54.33,42.29
35.48,20.47
27.53,26.90
26.91,18.99
25.68,20.34
26.29,18.84
26.44,18.35
29.00,9.03
30.58,27.95
33.91,30.30
43.74,4.99
33.58,0.00
39.18,25.11
28.03,18.79
30.58,18.88
25.02,10.32
27.13,0.77
51.20,0.00
39.37,0.00
35.91,0.00
61.34,0.00
44.43,11.42
49.29,12.39
58.73,21.69
50.68,37.31
24.54,22.87
22.83,17.67
24.54,17.62
25.26,1.38
26.66,15.46
26.01,18.49
28.52,10.56
35.26,19.24
37.44,28.68
27.68,20.48
28.33,23.25
28.63,21.15
26.53,21.43
25.62,24.49
24.22,72.29
22.12,20.57
24.03,18.56
24.19,18.75
23.51,1.56
25.65,17.00
23.43,19.63
37.73,16.12
39.34,17.97
35.89,22.77
41.97,21.06
48.26,137.14
42.04,68.26
23.45,22.05
22.32,4.78
22.22,101.75
26.62,50.23
40.75,26.74
49.14,39.58
48.76,7.62
45.71,0.00
39.01,0.02
23.10,14.71
30.18,18.90
24.28,18.45
27.17,2.93
27.48,0.00
22.41,0.00
25.10,0.00
24.63,14.10
24.25,1.41
25.46,9.32
27.52,18.16
31.61,25.22
22.81,20.76
21.65,3.24
40.69,0.00
33.67,0.06
25.03,0.00
21.79,0.00
21.08,0.00
32.26,12.26
38.97,2.41
50.15,0.00
44.41,0.00
28.41,0.02
36.45,0.00
28.60,18.42
25.35,12.29
24.83,18.32
22.92,1.66
22.29,0.00
23.19,16.49
21.23,1.50
22.33,0.00
27.18,0.00
23.79,8.73
21.80,9.73
18.12,17.91
17.83,15.17
17.73,2.41
17.97,12.56
18.59,16.80
22.19,31.65
37.09,18.00
80.51,16.13
61.01,17.87
51.71,10.00
52.90,0.41
41.34,0.00
26.00,0.02
22.34,0.00
26.77,14.64
22.35,17.80
48.50,6.44
48.50,0.00
46.93,0.00
45.82,0.00
26.89,0.00
39.97,10.53
53.70,27.53
66.75,53.53
90.95,103.70
97.80,137.37
170.43,11.86
87.39,0.00
36.63,0.03
46.62,87.62
53.97,86.29
109.01,98.63
127.77,59.65
168.72,16.55
67.39,0.00
45.40,0.00
52.34,35.24
40.80,3.19
32.33,31.26
24.53,24.22
22.43,2.02
31.62,0.00
28.95,0.00
33.14,0.00
49.49,0.00
40.83,10.62
54.43,31.82
52.59,32.19
29.59,35.98
20.95,4.91
21.17,0.32
20.23,1.67
21.77,0.03
24.67,41.82
28.89,26.72
50.88,12.76
54.49,43.77
69.35,8.96
65.73,0.00
47.49,0.00
39.47,0.03
27.91,40.07
23.16,12.70
20.97,17.90
20.76,3.37
19.66,110.08
18.83,20.02
18.81,0.00
17.81,0.00
18.94,6.30
20.66,17.20
31.80,118.44
20.18,40.76
18.97,18.05
21.85,2.86
31.85,1.67
47.35,0.00
46.76,123.49
46.16,34.74
51.50,117.40
62.12,69.39
59.79,9.35
47.39,27.89
41.41,3.10
50.57,0.00
49.98,46.13
33.49,30.85
28.05,28.10
24.41,1.26
24.19,0.00
22.80,0.00
22.10,0.00
20.77,0.00
22.46,12.63
37.43,111.92
51.62,64.83
42.52,146.18
69.32,38.92
81.42,0.00
32.32,1.67
29.05,0.03
25.76,0.00
27.52,2.32
60.64,0.21
53.58,72.41
47.58,13.17
34.31,0.00
27.79,0.00
31.41,0.02
32.94,5.60
23.00,16.51
20.88,11.23
29.66,3.24
59.78,56.07
47.05,50.99
26.31,4.17
29.20,5.37
24.65,9.40
43.61,28.76
36.77,42.02
20.76,18.04
19.39,16.51
18.80,45.05
18.88,9.76
19.15,10.65
18.86,3.43
22.51,5.45
37.43,6.28
39.51,6.71
47.91,140.67
39.93,47.90
34.76,6.58
24.96,0.02
32.87,16.02
21.67,15.81
21.65,8.74
32.91,47.02
20.89,14.14
20.32,7.02
20.67,6.48
20.17,7.00
20.18,77.40
31.52,99.66
31.77,132.90
19.19,29.57
18.39,7.10
17.46,1.24
17.35,7.62
17.42,2.99
18.34,0.18
18.87,1.76
32.68,7.02
53.12,30.83
58.03,67.95
54.84,70.95
49.37,69.57
45.61,53.64
39.92,61.68
34.10,51.35
34.62,60.50
34.37,49.17
23.00,10.72
23.39,8.69
22.63,9.84
23.54,7.42
29.97,7.26
51.46,19.04
49.06,19.74
24.23,13.94
21.76,9.78
21.68,0.80
22.43,102.06
27.01,71.51
110.02,9.21
31.85,0.00
56.96,0.00
71.95,73.43
52.28,61.35
56.50,9.15
48.84,0.00
51.27,0.02
30.96,0.00
26.63,9.12
22.83,47.62
21.79,10.55
21.06,0.64
20.88,0.00
21.39,0.00
21.90,0.00
24.35,0.00
32.40,7.58
29.04,10.17
21.16,8.55
19.25,8.89
18.52,1.49
17.85,0.83
18.85,4.28
19.66,0.43
20.71,4.88
33.48,119.89
35.01,17.87
55.05,28.03
41.45,5.33
28.77,0.00
46.15,0.03
24.01,0.00
19.90,87.53
20.72,26.23
18.25,0.70
18.80,0.00
18.67,0.00
18.66,0.00
19.45,0.00
20.35,7.22
44.62,18.80
44.69,37.10
19.75,10.11
18.22,8.20
17.62,1.38
17.70,22.69
17.86,1.15
17.53,5.46
18.62,7.26
29.23,6.94
53.21,14.16
82.83,212.14
62.26,32.25
40.23,1.56
33.71,93.38
26.36,27.82
22.47,8.59
19.19,7.71
41.54,2.66
27.76,6.13
27.27,6.69
24.98,1.12
25.06,6.77
27.02,7.76
42.38,9.43
62.47,73.57
32.37,22.14
23.95,7.62
24.63,7.41
24.63,7.55
23.85,9.42
25.61,9.65
32.82,7.38
62.93,27.41
67.26,34.24
77.68,62.52
66.69,43.83
64.01,23.94
88.29,20.12
81.57,76.80
101.87,112.80
58.51,63.36
45.90,42.27
35.30,11.36
35.34,17.93
32.91,3.59
37.91,20.02
67.45,29.74
93.51,54.78
70.91,151.43
42.10,36.86
30.86,9.60
30.17,18.81
30.05,9.58
29.11,7.61
33.14,7.24
44.38,17.17
102.06,53.71
150.83,115.74
97.06,99.21
84.27,186.53
91.68,147.78
92.54,127.66
88.08,116.88
61.56,53.57
42.84,25.61
37.05,23.80
33.22,4.11
31.25,14.94
32.27,3.32
32.47,0.00
51.51,8.83
68.62,60.62
46.86,125.85
39.23,56.77
30.48,24.25
25.20,4.97
26.43,22.08
25.80,6.62
26.22,17.47
28.24,61.52
36.00,23.40
39.60,26.14
39.59,2.23
38.52,31.34
30.04,6.27
27.77,2.14
25.57,23.26
24.25,11.46
23.93,8.19
25.52,7.81
25.58,8.80
24.85,7.88
24.87,7.88
25.07,7.61
25.65,7.24
29.61,10.63
45.69,34.64
24.98,11.67
23.69,7.77
23.99,0.65
24.00,7.09
24.15,0.63
23.22,0.00
23.74,0.00
38.81,0.00
40.66,19.83
33.86,126.05
27.28,35.00
27.25,19.44
32.94,35.60
24.39,23.43
24.28,10.72
25.50,8.12
30.15,18.52
25.83,2.39
30.46,14.14
25.44,8.89
24.52,0.68
28.55,114.93
37.89,15.77
41.42,11.06
25.12,6.69
22.66,7.23
22.30,0.59
22.96,1.67
20.83,6.98
21.56,59.91
22.85,12.50
43.20,26.84
46.06,3.19
50.10,24.33
54.25,4.62
42.61,0.00
38.88,0.02
38.80,0.00
25.71,10.50
25.04,10.72
28.43,2.32
28.42,7.79
31.00,11.83
39.98,2.01
30.53,119.44
39.41,22.58
56.64,41.66
87.95,69.92
82.76,36.01
32.91,35.75
23.22,3.09
22.77,96.37
23.27,25.01
26.95,6.92
37.58,24.00
51.60,27.89
53.35,32.87
75.71,39.67
58.83,25.13
51.52,55.13
48.03,34.54
25.80,10.05
25.55,7.29
25.54,8.51
27.51,7.30
26.92,6.53
27.07,6.51
25.43,0.54
27.07,0.00
27.03,6.88
33.20,7.72
43.36,15.53
28.03,14.56
22.82,18.74
23.88,3.04
25.08,63.78
25.56,5.29
27.54,12.09
99.06,18.66
58.77,23.71
74.74,83.88
79.11,83.54
68.82,24.95
57.45,47.93
70.76,130.72
59.86,127.06
47.60,155.02
52.62,43.84
81.96,24.09
74.50,73.00
46.64,41.32
47.08,3.22
47.54,45.21
65.13,19.65
163.99,12.94
302.06,363.48
61.20,68.66
36.70,15.66
33.36,0.93
35.75,30.98
33.65,1.88
42.18,0.00
41.21,27.72
50.20,30.02
81.71,31.20
66.47,51.82
54.43,34.14
50.86,5.40
53.43,64.60
48.11,58.68
34.26,24.08
31.75,44.17
57.17,3.89
40.98,0.00
35.31,9.71
40.48,1.94
35.31,0.00
34.98,6.33
35.88,7.50
38.76,20.17
34.38,12.51
37.23,11.86
39.86,27.37
39.51,12.70
43.53,12.27
57.12,51.33
44.75,20.41
40.89,17.22
43.73,8.44
48.44,1.07
44.37,9.83
40.86,29.48
38.61,37.85
35.47,9.95
31.51,19.74
29.88,19.66
35.65,1.44
34.74,0.00
33.28,0.00
32.26,0.00
33.65,0.00
32.96,5.30
41.62,17.82
45.79,36.95
46.99,8.20
37.36,28.65
38.49,5.69
35.42,1.67
36.39,0.02
37.65,0.00
40.14,0.00
47.40,0.00
43.32,1.69
51.71,0.42
50.18,0.00
41.42,0.00
45.46,0.02
38.98,0.00
34.39,4.98
36.70,7.66
60.61,1.19
34.96,0.00
37.59,0.00
38.19,0.00
37.80,0.00
38.95,0.00
34.11,6.14
44.86,18.12
60.23,48.92
50.07,5.56
42.68,0.00
39.47,1.67
37.45,0.03
33.53,0.00
38.31,0.00
43.46,0.00
49.04,19.30
54.54,39.13
52.98,6.73
53.68,57.52
55.18,10.44
43.29,0.00
33.27,12.66
31.38,8.79
31.73,6.77
31.91,1.10
31.10,16.46
30.89,1.65
29.22,0.00
28.83,16.90
30.46,9.80
31.28,7.55
29.41,17.80
27.53,9.63
27.93,0.62
26.83,0.00
27.95,6.33
28.87,0.61
31.80,5.37
36.43,13.84
42.21,19.20
54.88,27.90
53.07,24.61
43.65,11.49
43.52,0.84
42.99,0.00
36.54,12.92
35.20,11.70
55.72,47.12
34.81,30.81
33.58,19.22
33.60,5.36
32.79,16.80
56.88,10.40
75.74,70.22
71.19,91.47
45.94,34.08
28.66,10.42
30.43,12.58
30.44,9.13
30.78,7.58
31.56,7.38
32.43,7.39
46.47,12.23
49.30,43.38
55.12,32.43
48.68,21.63
44.43,24.73
39.88,30.32
37.08,15.24
39.21,21.39
36.03,19.72
66.21,10.98
45.25,131.77
39.46,26.35
39.06,0.00
38.31,0.00
41.28,6.43
59.04,35.42
64.69,48.07
62.05,22.02
56.87,58.83
61.94,13.24
76.24,64.66
82.13,17.64
74.76,37.03
48.55,45.98
45.24,23.73
42.69,9.13
48.35,31.48
56.41,54.93
59.18,48.59
46.66,7.80
44.69,18.86
47.61,20.19
55.91,8.93
97.82,1.34
55.00,0.00
42.29,0.00
40.59,0.00
47.34,0.00
42.73,9.23
59.69,10.59
74.33,14.67
43.80,1.10
38.73,0.00
40.22,0.00
39.96,0.00
35.04,0.00
35.15,16.72
36.27,21.65
42.21,9.29
68.13,12.33
76.52,100.29
72.24,26.90
63.77,98.70
60.25,60.80
44.14,17.94
37.21,14.58
40.06,10.12
48.49,12.51
45.78,1.01
41.83,0.00
41.59,0.00
40.95,0.00
40.55,0.00
39.35,5.49
41.48,7.32
57.70,1.24
62.30,45.86
81.79,11.42
99.51,0.83
81.47,0.02
74.63,0.00
52.38,0.00
43.55,0.00
41.73,9.98
40.47,2.22
39.88,0.00
40.20,0.00
40.64,0.02
42.44,0.00
40.07,6.03
40.58,51.58
40.22,7.33
38.00,0.00
39.11,0.00
39.23,0.00
39.84,0.00
40.87,20.73
38.01,17.21
38.87,21.39
39.00,10.69
37.77,1.31
38.90,0.00
37.98,0.83
38.49,0.02
40.82,27.03
53.61,66.64
52.88,24.63
53.95,9.13
75.63,0.00
60.38,0.00
54.09,0.00
61.39,19.01
52.04,3.77
69.66,29.92
48.52,15.17
45.10,1.81
40.16,0.00
44.94,0.00
42.72,0.00
44.23,0.00
44.41,0.00
45.63,9.64
47.31,8.72
43.68,0.54
40.56,0.03
38.52,0.00
37.44,1.67
38.54,0.02
39.91,15.45
44.45,2.81
48.52,0.00
82.05,6.17
65.77,178.72
67.90,16.18
58.54,9.44
61.85,0.94
49.94,0.00
41.70,6.77
42.60,8.23
41.89,7.47
37.52,0.62
41.01,0.00
40.06,0.00
39.76,0.00
41.17,0.00
37.99,5.95
38.76,29.06
37.24,9.64
36.49,1.34
21.50,0.00
31.06,1.67
68.60,0.02
72.10,0.00
81.64,0.00
148.33,0.00
146.18,0.00
153.95,0.00
106.07,0.00
95.49,17.39
109.64,3.27
109.49,0.00
94.89,6.63
94.03,40.34
160.30,11.56
183.86,0.00
185.70,0.00
142.91,0.00
182.48,0.00
117.81,29.49
129.23,62.33
115.29,62.14
96.40,10.40
66.50,0.00
75.82,0.00
74.44,1.67
83.55,0.00
88.71,0.00
94.99,0.00
155.92,0.00
198.30,0.00
166.43,0.00
130.00,0.00
136.11,0.00
169.57,0.00
148.52,0.00
134.61,26.59
148.79,15.83
201.23,90.73
228.58,0.00
237.17,0.00
261.99,0.00
313.95,0.00
257.10,217.98
204.20,69.60
190.34,117.46
180.37,36.28
163.87,10.06
118.63,1.01
104.18,18.43
97.78,9.32
108.85,19.35
100.54,29.19
123.95,22.19
157.25,29.16
205.56,9.48
195.97,0.00
181.13,0.00
152.25,0.00
131.19,0.00
127.28,16.25
110.32,15.75
102.51,1.82
87.93,0.00
87.50,0.00
78.96,0.00
76.97,0.00
78.01,23.26
90.49,32.35
140.10,50.30
114.10,43.71
67.51,6.95
53.66,0.00
46.46,6.03
52.16,7.15
88.63,1.83
113.84,42.68
147.51,14.76
137.39,52.72
138.54,5.01
110.08,0.00
144.46,0.00
96.03,0.00
143.43,0.00
103.09,58.34
89.24,33.32
75.42,6.12
76.82,0.00
75.84,0.00
67.19,0.00
62.79,18.23
60.97,10.28
87.60,10.95
121.93,63.29
149.06,42.39
190.93,31.42
191.57,5.16
152.31,66.31
94.60,20.66
99.65,33.48
83.17,40.42
80.86,7.16
84.58,0.00
124.38,0.00
130.42,0.00
91.35,0.00
100.43,20.32
79.76,19.12
76.38,30.02
75.35,98.99
94.87,15.35
74.26,18.64
63.63,3.46
54.68,0.00
75.90,0.00
100.61,8.63
102.85,11.14
82.75,34.51
76.80,29.05
65.15,21.14
95.35,20.36
66.62,21.69
9.32,70.76
62.26,34.24
95.86,23.28
114.57,10.76
113.60,12.11
117.28,11.22
114.93,10.76
110.79,7.53
113.08,7.18
121.27,12.73
111.32,22.61
101.07,24.98
100.65,3.78
88.19,0.00
78.85,0.00
73.25,0.00
71.43,0.00
79.84,0.00
90.84,14.75
88.76,20.36
113.46,34.23
102.83,201.26
84.88,17.87
74.71,7.08
64.64,64.73
61.46,5.83
67.79,0.00
78.72,0.00
124.45,174.51
140.35,17.45
124.33,0.00
124.08,0.00
119.84,0.02
85.97,0.00
69.70,8.98
68.97,7.84
61.66,20.05
59.68,3.21
77.19,0.00
71.14,0.00
66.90,0.00
62.77,0.00
58.96,6.16
66.07,18.06
94.23,20.22
128.72,9.33
77.84,0.00
64.59,0.00
69.40,0.02
127.65,0.00
113.84,0.00
67.10,0.00
73.82,46.76
88.14,9.35
81.93,0.00
88.17,0.00
69.72,0.03
60.29,0.00
60.74,8.74
60.38,14.54
55.35,1.25
56.84,0.00
66.29,0.00
68.78,0.00
92.73,0.00
181.13,20.76
96.49,21.63
134.74,47.76
112.19,3.64
80.63,0.02
62.38,0.00
60.26,0.00
84.73,0.03
87.67,0.00
91.50,39.15
91.42,3.92
89.92,0.00
96.22,0.00
78.27,0.00
65.03,0.00
69.20,0.02
54.27,0.00
50.16,18.90
46.68,14.53
42.38,3.52
46.14,0.00
44.93,0.00
45.99,0.00
47.86,0.00
52.10,0.00
63.29,6.63
79.13,33.79
83.56,6.16
85.98,0.02
86.63,0.00
80.97,0.83
88.45,39.81
79.21,3.98
94.47,48.43
102.38,8.81
129.47,0.00
112.04,0.00
118.25,0.00
82.73,0.00
53.37,0.03
59.51,0.00
51.57,10.82
60.96,10.52
54.92,2.68
45.89,0.00
43.39,0.00
42.72,0.00
45.45,0.00
63.32,12.00
45.72,11.73
72.55,38.68
72.56,6.81
57.98,0.03
52.22,0.00
49.83,0.83
47.78,40.36
45.64,7.34
46.33,0.00
44.99,0.00
51.66,0.00
55.51,0.00
52.58,0.00
62.31,0.00
55.67,0.03
41.13,0.00
33.70,7.93
30.44,7.78
30.55,1.17
30.67,0.00
30.38,0.00
32.93,0.00
43.75,20.68
40.19,21.51
187.76,14.14
128.65,82.36
40.87,9.33
28.22,0.03
59.17,0.00
66.37,0.83
76.13,0.02
22.00,0.00
68.19,8.35
107.32,0.76
127.18,0.00
110.10,0.00
110.27,0.00
109.20,0.00
112.57,0.02
91.07,0.00
77.10,6.56
76.93,130.35
85.66,23.59
75.36,7.25
74.56,2.18
77.36,0.00
79.34,0.00
82.65,8.33
89.78,17.67
84.15,15.63
89.47,35.61
39.96,7.47
25.87,0.00
-7.89,0.00
42.13,16.32
58.69,16.34
74.73,36.92
97.82,33.68
127.67,9.83
123.54,105.15
96.39,28.61
95.28,22.95
94.81,25.55
84.97,5.80
83.19,26.66
78.40,49.50
86.51,8.95
65.18,0.00
63.41,0.00
74.82,0.00
76.77,0.00
83.32,0.00
96.73,19.67
110.27,18.61
101.62,48.04
67.86,79.69
66.76,14.10
62.36,22.50
66.51,23.33
55.06,15.76
47.82,102.17
56.14,36.59
89.91,9.27
72.79,40.82
67.73,30.99
68.88,25.85
65.26,66.56
59.83,79.09
60.23,26.43
78.48,22.73
74.97,13.72
62.74,2.04
62.69,0.00
62.48,0.00
65.77,0.00
64.05,0.00
63.91,6.04
75.91,7.27
68.87,46.94
51.23,8.89
53.42,0.00
58.84,1.67
60.21,0.02
59.50,0.00
64.23,0.00
80.29,29.87
105.81,21.16
102.92,1.98
85.24,0.00
90.00,0.00
75.31,0.03
60.82,0.00
59.03,7.79
56.01,14.75
50.49,2.59
48.87,0.00
46.50,0.00
50.09,0.00
50.78,0.00
52.98,8.28
67.90,11.68
89.14,29.37
81.08,2.58
78.84,0.00
67.97,0.00
64.24,1.67
64.79,18.83
63.63,3.42
62.68,14.19
66.29,5.74
67.14,0.00
71.54,0.00
69.51,0.00
74.62,0.00
71.65,0.00
73.94,0.00
71.84,14.03
55.99,17.48
35.27,2.99
31.00,0.00
28.08,0.00
28.69,0.00
32.47,0.00
34.92,6.89
39.39,11.22
52.07,18.02
49.41,28.97
34.67,26.05
29.25,3.74
27.16,0.83
24.16,11.98
26.23,1.71
29.73,43.06
33.51,7.83
40.94,0.00
44.11,0.00
44.68,0.00
57.41,0.00
56.40,0.02
45.26,0.00
52.95,24.30
34.42,13.89
30.91,0.53
30.87,0.00
32.83,0.00
33.55,0.00
34.75,0.00
36.60,17.43
60.86,48.71
65.78,32.51
61.06,2.32
47.12,0.02
34.32,0.00
33.71,0.00
32.89,0.02
36.13,0.00
52.67,0.00
60.63,0.00
64.23,0.00
57.01,0.00
60.42,0.00
58.05,0.00
55.78,0.03
54.68,0.00
53.03,36.75
40.97,21.14
36.61,3.23
36.01,0.00
34.98,19.78
33.95,3.60
38.27,1.93
40.51,7.79
52.06,20.96
51.06,39.04
41.20,63.18
34.52,25.10
39.59,1.79
40.77,16.15
41.74,7.78
47.49,24.49
52.02,27.42
57.83,40.62
55.93,26.84
61.62,31.97
66.31,25.37
70.35,3.84
71.30,16.83
71.21,1.67
95.86,50.83
90.65,84.82
62.87,11.16
70.52,14.28
84.84,1.59
67.18,0.00
58.80,19.27
80.75,46.21
71.25,28.78
93.78,51.02
55.12,11.38
69.89,22.63
91.16,0.00
97.19,7.14
107.43,7.88
118.82,111.20
130.44,39.87
121.58,11.48
110.73,116.39
143.17,80.14
146.93,138.74
130.92,147.87
145.12,38.00
114.00,53.33
100.91,43.44
75.84,63.55
66.31,10.93
86.74,0.00
72.84,0.00
72.27,0.00
66.85,0.00
58.24,0.00
55.57,5.81
55.81,7.56
57.25,7.38
135.64,17.71
153.54,1.90
165.21,10.40
149.33,8.35
135.50,2.97
142.26,16.41
112.19,6.54
105.77,42.46
122.15,46.15
106.67,45.18
118.55,45.38
115.42,30.42
101.15,95.31
93.79,56.79
78.52,105.74
105.34,72.32
92.64,57.59
78.72,24.39
72.05,11.45
77.40,10.90
115.06,17.38
104.59,85.94
66.64,38.43
107.27,67.10
75.25,60.01
159.86,16.10
133.08,13.49
147.06,19.80
136.93,27.67
162.55,17.38
164.02,83.09
181.17,61.78
162.89,56.56
149.12,215.15
179.20,94.04
176.10,96.27
158.36,189.89
152.52,119.17
156.70,29.65
118.24,68.39
122.03,57.39
132.55,61.59
121.31,57.48
95.91,58.30
127.75,87.90
108.65,40.51
199.46,119.75
156.28,137.61
125.05,67.30
153.58,16.26
136.74,8.28
148.53,12.53
157.56,8.61
163.65,29.49
155.02,40.29
158.83,35.27
147.02,68.53
127.44,71.88
135.32,48.81
129.13,75.04
155.63,32.37
153.86,56.08
163.70,51.58
173.11,7.36
147.48,11.08
142.64,1.11
142.40,0.00
145.80,9.10
142.22,11.49
148.88,76.42
198.04,75.49
197.07,32.79
237.78,5.58
225.40,0.00
223.25,50.65
170.84,60.15
111.96,10.02
121.76,22.25
122.50,4.31
107.41,32.07
90.59,42.83
70.94,57.50
63.01,0.00
60.17,5.35
65.57,7.35
72.20,19.36
78.80,16.35
86.44,78.54
65.97,15.20
60.49,0.00
63.74,0.00
64.61,0.00
62.20,0.00
58.10,10.76
62.03,11.33
62.18,15.85
54.10,1.35
79.14,0.00
68.14,0.00
62.38,0.00
57.38,0.00
92.41,0.00
97.14,0.00
119.25,68.54
86.23,14.80
78.13,0.00
94.91,0.00
72.72,0.00
67.92,0.00
69.95,26.58
120.02,35.39
124.85,9.95
71.91,0.00
62.11,0.00
60.01,0.00
62.52,6.70
94.84,35.43
95.34,35.00
117.62,49.90
133.45,19.90
85.12,1.41
134.77,0.00
109.01,14.06
95.50,39.53
100.16,3.45
127.98,5.53
149.82,0.50
191.71,0.00
224.14,0.00
156.28,0.00
149.06,0.00
134.96,0.00
138.62,0.00
136.18,51.09
148.40,17.18
113.79,1.88
114.83,0.00
121.27,0.00
120.65,0.00
127.59,0.00
146.73,22.97
160.72,41.11
220.67,111.21
152.29,18.81
84.00,0.00
99.47,0.00
67.47,0.00
64.68,85.34
64.03,0.00
71.89,0.00
154.24,0.00
146.72,0.00
135.08,0.00
113.41,0.00
119.74,0.00
123.93,0.00
102.44,0.00
94.74,28.62
90.59,20.70
85.16,3.40
96.62,0.00
73.13,0.00
62.13,0.00
61.56,0.00
58.85,0.00
58.00,27.57
59.12,23.09
64.06,24.19
72.79,1.96
56.29,0.00
50.75,0.00
47.50,0.00
46.70,0.00
41.04,0.00
42.68,0.00
57.11,0.00
77.25,0.00
64.18,0.00
54.60,0.00
44.76,0.00
44.35,0.00
41.91,5.87
44.18,25.17
38.82,19.58
34.27,2.95
33.17,0.00
31.84,0.00
31.51,0.00
31.52,0.00
31.46,9.50
34.31,17.58
31.69,21.29
31.81,1.83
33.46,0.00
33.29,0.00
34.49,0.00
35.80,0.00
35.05,0.00
35.53,0.00
37.43,14.76
41.80,1.48
39.76,0.00
38.26,0.00
33.39,0.00
30.30,0.00
